,neg_model,pos_model,text,dist_point0.725
175598,0.2695265,0.7304735,hate to say it but i feel sick and im not okay. woo,0.00547350000000002
317026,0.26949856,0.7305014,i can't wait to sit home alone allll night and just waste my whole weekend away ! 😍,0.00550139999999999
499153,0.2805565,0.7194435,And then I had mental breakdowns and anxiety attacks almost everyday,0.005556499999999964
14032,0.28068709999999997,0.71931285,I feel so neglected. Celeste Simpson don't love me no'mo — feeling sad,0.005687149999999974
142753,0.26904243,0.73095757,"RT @absurdistwords: I'm the only one awake at my place so woke up lonely and deeply sad.

So I came here.  Looking for something.",0.005957569999999968
105033,0.26893842,0.7310615,Can't sleep.....,0.006061500000000053
128081,0.28119564,0.71880436,Im so glad I have nice Managers at work.  I got off early because I was so tired from literally getting only 20 minutes of sleep last night.,0.006195639999999947
50301,0.28123114,0.7187689,"I just a gotta suffer now, things will be better. Hopefully...😔",0.006231099999999934
289294,0.28134298,0.718657,my mom stopped drinking n has started smoking weed instead n im so happy,0.0063429999999999875
288151,0.28143737,0.71856266,"To make things worse, I'm fkn sunburnt",0.006437339999999958
45883,0.28147873,0.7185213,Sore as shit and getting sick 😀😀😀,0.006478699999999948
259895,0.26808652,0.73191345,Im not really into Hiphop.,0.006913449999999988
46377,0.28191802,0.718082,Sober me is so over emotional according to the world,0.00691799999999998
318554,0.28200835,0.71799165,Why am I still out when I have work in the morning 🤔 #oh well,0.0070083499999999965
154890,0.28202438,0.7179755999999999,RT @ChanceSupply: im boring but i got good music taste so whatever,0.007024400000000042
422907,0.28212267,0.71787727,Physically and Mentally Exhausted,0.007122729999999966
51624,0.26778913,0.73221093,@BarryWinterberg I am getting old to the point that I am decaying lmao,0.00721093000000006
315229,0.28224185,0.7177581000000001,I'm so mentally fucked up I have no clue what to do or what's wrong just don't want to be here anymore.,0.007241899999999912
158466,0.28224972,0.71775025,Blossom passed away in 1994 at the age of 45. I'm truly heartbroken now. I had just cause to worry about her.,0.007249749999999944
274793,0.28242588,0.7175741,Ughhh too tired,0.007425899999999985
253208,0.28254485,0.71745515,So pissed I can't watch football,0.007544849999999936
353425,0.2674132,0.7325868000000001,I been tryna sleep my day away but it only lasted about 4 hours,0.007586800000000116
338422,0.28265065,0.71734935,*sees beautiful girl* *sips milkshake sadly*,0.007650649999999981
430257,0.26708958,0.7329104000000001,I'm starving haven't ate since 11,0.007910400000000095
273647,0.267022,0.7329779000000001,Should I set up an IRA or just cash out my retirement fund??,0.007977900000000093
107804,0.283287,0.716713,Im rlly embarrassed now ok ..,0.008286999999999933
